Gene	Lenth	Location1	Location2	GC
ANGPTL6	10458	chr19:10203014	chr19:10213472	0.54
PPAN-P2RY11	8557	chr19:10216899	chr19:10225456	0.60
PPAN	8449	chr19:10216965	chr19:10225414	0.60
P2RY11	3834	chr19:10222214	chr19:10226048	0.62
EIF3G	4903	chr19:10225693	chr19:10230596	0.59
DNMT1	97941	chr19:10244021	chr19:10341962	0.50
CTD-2369P2.2	1759	chr19:10332111	chr19:10333870	0.52
S1PR2	7428	chr19:10334520	chr19:10341948	0.58
MRPL4	8144	chr19:10362577	chr19:10370721	0.56
CTD-2369P2.5	32840	chr19:10362944	chr19:10395784	0.53
CTD-2369P2.4	936	chr19:10369785	chr19:10370721	0.61
ICAM1	15780	chr19:10381511	chr19:10397291	0.52
CTD-2369P2.8	3218	chr19:10396477	chr19:10399695	0.57
ICAM4	1555	chr19:10397643	chr19:10399198	0.61
ICAM5	6797	chr19:10400657	chr19:10407454	0.64
ZGLP1	5077	chr19:10415479	chr19:10420556	0.56
FDX1L	10588	chr19:10416103	chr19:10426691	0.54
CTD-2369P2.10	10582	chr19:10416103	chr19:10426685	0.54
CTD-2369P2.12	5207	chr19:10426147	chr19:10431354	0.57
RAVER1	17428	chr19:10426888	chr19:10444316	0.57
ICAM3	6047	chr19:10444452	chr19:10450499	0.56
TYK2	30143	chr19:10461209	chr19:10491352	0.54
CDC37	28987	chr19:10501810	chr19:10530797	0.54
PDE4A	52856	chr19:10527449	chr19:10580305	0.55
KEAP1	17621	chr19:10596796	chr19:10614417	0.54
S1PR5	4984	chr19:10623623	chr19:10628607	0.59
ATG4D	9523	chr19:10654571	chr19:10664094	0.55
KRI1	12952	chr19:10663761	chr19:10676713	0.55
CDKN2D	2597	chr19:10677138	chr19:10679735	0.59
AP1M2	14644	chr19:10683347	chr19:10697991	0.52
SLC44A2	42102	chr19:10713133	chr19:10755235	0.52
AC011475.1	378	chr19:10751715	chr19:10752093	0.52
ILF3-AS1	1982	chr19:10762538	chr19:10764520	0.52
ILF3	38156	chr19:10764937	chr19:10803093	0.51
QTRT1	12007	chr19:10812106	chr19:10824113	0.53
DNM2	115409	chr19:10828755	chr19:10944164	0.53
TMED1	3880	chr19:10943114	chr19:10946994	0.56
C19orf38	33215	chr19:10947251	chr19:10980466	0.50
CARM1	51264	chr19:10982189	chr19:11033453	0.54
YIPF2	5913	chr19:11033444	chr19:11039357	0.59
C19orf52	4802	chr19:11039409	chr19:11044211	0.53
SMARCA4	104473	chr19:11071598	chr19:11176071	0.53
CTC-215O4.4	5094	chr19:11121593	chr19:11126687	0.52
LDLR	44454	chr19:11200038	chr19:11244492	0.51
SPC24	24288	chr19:11242196	chr19:11266484	0.54
KANK2	33524	chr19:11274943	chr19:11308467	0.53
DOCK6	63186	chr19:11309971	chr19:11373157	0.54
CTC-510F12.2	12540	chr19:11314304	chr19:11326844	0.54
C19orf80	4441	chr19:11348178	chr19:11352619	0.56
TSPAN16	30848	chr19:11406824	chr19:11437672	0.49
RAB3D	24224	chr19:11432722	chr19:11456946	0.51
TMEM205	3742	chr19:11453452	chr19:11457194	0.54
CCDC159	10260	chr19:11455360	chr19:11465620	0.55
DKFZP761J1410	10312	chr19:11466062	chr19:11476374	0.57
CTD-2342J14.6	6812	chr19:11478799	chr19:11485611	0.50
SWSAP1	2266	chr19:11485361	chr19:11487627	0.54
EPOR	6782	chr19:11488236	chr19:11495018	0.58
RGL3	35001	chr19:11495017	chr19:11530018	0.51
CCDC151	15331	chr19:11531272	chr19:11546603	0.52
PRKCSH	15674	chr19:11546109	chr19:11561783	0.57
ELAVL3	29720	chr19:11562141	chr19:11591861	0.53
CTC-398G3.6	39458	chr19:11577055	chr19:11616513	0.55
ZNF653	22496	chr19:11594242	chr19:11616738	0.56
ECSIT	23258	chr19:11616731	chr19:11639989	0.51
CNN1	11606	chr19:11649532	chr19:11661138	0.55
ELOF1	8089	chr19:11661962	chr19:11670051	0.56
ZNF627	59761	chr19:11670189	chr19:11729950	0.48
ACP5	4348	chr19:11685475	chr19:11689823	0.59
ZNF833P	46791	chr19:11750591	chr19:11797382	0.45
ZNF823	17744	chr19:11832080	chr19:11849824	0.45
ZNF441	17078	chr19:11877815	chr19:11894893	0.42
CTC-499B15.7	2514	chr19:11906899	chr19:11909413	0.44
ZNF491	11955	chr19:11908482	chr19:11920437	0.44
ZNF440	20917	chr19:11925099	chr19:11946016	0.44
CTC-499B15.8	1198	chr19:11952056	chr19:11953254	0.44
ZNF439	35024	chr19:11959541	chr19:11994565	0.44
ZNF69	26545	chr19:11998599	chr19:12025144	0.43
ZNF700	25705	chr19:12035883	chr19:12061588	0.45
ZNF763	55306	chr19:12035890	chr19:12091196	0.44
ZNF433	21009	chr19:12125547	chr19:12146556	0.43
CTD-2006C1.10	35079	chr19:12128703	chr19:12163782	0.45
ZNF878	12507	chr19:12154620	chr19:12167127	0.47
ZNF844	16866	chr19:12175514	chr19:12192380	0.45
ZNF788	44972	chr19:12203078	chr19:12248050	0.44
ZNF20	47564	chr19:12203658	chr19:12251222	0.44
ZNF625-ZNF20	24614	chr19:12242932	chr19:12267546	0.46
ZNF625	16514	chr19:12251032	chr19:12267546	0.46
ZNF136	26185	chr19:12273879	chr19:12300064	0.45
CTD-2666L21.1	42752	chr19:12305830	chr19:12348582	0.42
ZNF44	70201	chr19:12335501	chr19:12405702	0.43
ZNF563	16243	chr19:12428291	chr19:12444534	0.43
CTD-3105H18.13	1989	chr19:12456763	chr19:12458752	0.38
ZNF442	16534	chr19:12460185	chr19:12476719	0.46
CTD-3105H18.14	22085	chr19:12490003	chr19:12512088	0.42
ZNF799	11255	chr19:12500830	chr19:12512085	0.42
CTD-3105H18.16	49133	chr19:12502763	chr19:12551896	0.42
ZNF443	11405	chr19:12540521	chr19:12551926	0.42
CTD-3105H18.18	51713	chr19:12543917	chr19:12595630	0.43
CTD-3105H18.7	9770	chr19:12561749	chr19:12571519	0.41
ZNF709	52670	chr19:12571998	chr19:12624668	0.44
ZNF564	26172	chr19:12636184	chr19:12662356	0.44
CTD-2192J16.20	55255	chr19:12636534	chr19:12691789	0.46
CTD-2192J16.11	1047	chr19:12663411	chr19:12664458	0.47
ZNF490	62137	chr19:12688775	chr19:12750912	0.46
ZNF791	21003	chr19:12721732	chr19:12742735	0.45
CTD-2192J16.22	4566	chr19:12754645	chr19:12759211	0.56
MAN2B1	20231	chr19:12757325	chr19:12777556	0.54
CTD-2192J16.24	4569	chr19:12775642	chr19:12780211	0.56
WDR83	9032	chr19:12777614	chr19:12786646	0.55
WDR83OS	3285	chr19:12778885	chr19:12782170	0.57
DHPS	6185	chr19:12786531	chr19:12792716	0.55
CTD-2192J16.26	4586	chr19:12793507	chr19:12798093	0.52
FBXW9	8590	chr19:12798867	chr19:12807457	0.57
CTD-2659N19.2	316	chr19:12799736	chr19:12800052	0.62
TNPO2	24817	chr19:12810008	chr19:12834825	0.54
CTD-2659N19.4	369	chr19:12836331	chr19:12836700	0.52
C19orf43	4135	chr19:12841454	chr19:12845589	0.55
ASNA1	11184	chr19:12847953	chr19:12859137	0.53
BEST2	6756	chr19:12862516	chr19:12869272	0.58
HOOK2	109737	chr19:12873817	chr19:12983554	0.54
CTD-2659N19.9	562	chr19:12895353	chr19:12895915	0.52
JUNB	1814	chr19:12902310	chr19:12904124	0.65
PRDX2	5060	chr19:12907634	chr19:12912694	0.55
CTD-2659N19.10	5026	chr19:12907637	chr19:12912663	0.54
RNASEH2A	7058	chr19:12917394	chr19:12924452	0.52
RTBDN	9950	chr19:12936292	chr19:12946242	0.55
CTD-2265O21.3	7272	chr19:12936525	chr19:12943797	0.53
MAST1	41000	chr19:12944765	chr19:12985765	0.52
DNASE2	6257	chr19:12986025	chr19:12992282	0.53
CTD-2265O21.7	3119	chr19:12991783	chr19:12994902	0.52
KLF1	2758	chr19:12995237	chr19:12997995	0.62
GCDH	23181	chr19:13001840	chr19:13025021	0.51
SYCE2	20490	chr19:13009600	chr19:13030090	0.50
FARSA	11558	chr19:13033293	chr19:13044851	0.54
CTC-425F1.2	2774	chr19:13041336	chr19:13044110	0.51
CALR	5911	chr19:13049392	chr19:13055303	0.53
CTC-425F1.4	369	chr19:13054932	chr19:13055301	0.53
RAD23A	7787	chr19:13056669	chr19:13064456	0.54
GADD45GIP1	3078	chr19:13064972	chr19:13068050	0.55
DAND5	9594	chr19:13075973	chr19:13085567	0.52
NFIX	103188	chr19:13106422	chr19:13209610	0.55
CTC-239J10.1	849	chr19:13124476	chr19:13125325	0.51
AC007787.2	1578	chr19:13180610	chr19:13182188	0.61
LYL1	4128	chr19:13209847	chr19:13213975	0.62
TRMT1	12665	chr19:13215716	chr19:13228381	0.54
NACC1	23038	chr19:13228917	chr19:13251955	0.56
AC005546.2	839	chr19:13242385	chr19:13243224	0.51
CTC-250I14.3	1530	chr19:13250431	chr19:13251961	0.61
STX10	6325	chr19:13254872	chr19:13261197	0.55
IER2	4493	chr19:13261229	chr19:13265722	0.62
CTC-250I14.6	1122	chr19:13263885	chr19:13265007	0.70
CACNA1A	417548	chr19:13317256	chr19:13734804	0.47
CCDC130	31536	chr19:13842574	chr19:13874110	0.50
MRI1	9750	chr19:13875346	chr19:13885096	0.52
CTB-5E10.3	2000	chr19:13882932	chr19:13884932	0.48
C19orf53	4294	chr19:13884982	chr19:13889276	0.55
AC008686.1	10088	chr19:13890884	chr19:13900972	0.51
ZSWIM4	36770	chr19:13906274	chr19:13943044	0.54
CTD-3252C9.2	359	chr19:13907388	chr19:13907747	0.59
MIR24-2	1843	chr19:13945330	chr19:13947173	0.56
NANOS3	18694	chr19:13972877	chr19:13991571	0.57
C19orf57	24104	chr19:13993161	chr19:14017265	0.53
CC2D1A	24678	chr19:14017014	chr19:14041692	0.54
PODNL1	22204	chr19:14042000	chr19:14064204	0.54
DCAF15	8950	chr19:14063304	chr19:14072254	0.60
RFX1	45501	chr19:14072350	chr19:14117851	0.56
RLN3	2894	chr19:14138960	chr19:14141854	0.51
CTB-55O6.4	702	chr19:14141667	chr19:14142369	0.58
IL27RA	21183	chr19:14142560	chr19:14163743	0.52
PALM3	5794	chr19:14164177	chr19:14169971	0.60
hsa-mir-1199	2526	chr19:14183348	chr19:14185874	0.68
C19orf67	4256	chr19:14192431	chr19:14196687	0.56
SAMD1	3196	chr19:14198652	chr19:14201848	0.64
PRKACA	26396	chr19:14202500	chr19:14228896	0.53
CTB-55O6.10	431	chr19:14229918	chr19:14230349	0.44
ASF1B	17447	chr19:14230321	chr19:14247768	0.51
CTB-55O6.12	34088	chr19:14247991	chr19:14282079	0.56
LPHN1	56249	chr19:14260750	chr19:14316999	0.56
CTD-2189E23.1	39016	chr19:14365001	chr19:14404017	0.51
CTD-2189E23.2	1570	chr19:14378619	chr19:14380189	0.48
CTC-548K16.2	64738	chr19:14416270	chr19:14481008	0.50
CTC-548K16.1	10170	chr19:14444555	chr19:14454725	0.50
CD97	28224	chr19:14491313	chr19:14519537	0.55
CTC-548K16.5	6006	chr19:14513529	chr19:14519535	0.57
DDX39A	10561	chr19:14519631	chr19:14530192	0.56
PKN1	38814	chr19:14543865	chr19:14582679	0.53
PTGER1	2896	chr19:14583278	chr19:14586174	0.68
GIPC1	18372	chr19:14588572	chr19:14606944	0.54
DNAJB1	15000	chr19:14625582	chr19:14640582	0.52
TECR	48895	chr19:14627897	chr19:14676792	0.54
NDUFB7	5984	chr19:14676890	chr19:14682874	0.57
CLEC17A	28073	chr19:14693896	chr19:14721969	0.49
EMR3	70910	chr19:14729929	chr19:14800839	0.44
ZNF333	43945	chr19:14800613	chr19:14844558	0.47
AC090427.1	374	chr19:14834747	chr19:14835121	0.48
EMR2	46148	chr19:14843205	chr19:14889353	0.47
OR7A5	42886	chr19:14903302	chr19:14946188	0.42
OR7C1	1065	chr19:14909958	chr19:14911023	0.47
OR7A10	929	chr19:14951760	chr19:14952689	0.47
OR7A17	1126	chr19:14991138	chr19:14992264	0.45
OR7C2	959	chr19:15052301	chr19:15053260	0.50
SLC1A6	72956	chr19:15060846	chr19:15133802	0.46
CCDC105	12525	chr19:15121556	chr19:15134081	0.50
CASP14	8909	chr19:15160195	chr19:15169104	0.48
OR1I1	1241	chr19:15197791	chr19:15199032	0.52
SYDE1	7585	chr19:15218214	chr19:15225799	0.60
ILVBL	10801	chr19:15225795	chr19:15236596	0.57
AC003956.1	2014	chr19:15234971	chr19:15236985	0.59
NOTCH3	41348	chr19:15270444	chr19:15311792	0.55
AC004257.1	1282	chr19:15331826	chr19:15333108	0.51
EPHX3	6516	chr19:15337730	chr19:15344246	0.56
AC004257.3	489	chr19:15346330	chr19:15346819	0.42
BRD4	95709	chr19:15347647	chr19:15443356	0.50
LLNLR-246C6.1	2349	chr19:15456879	chr19:15459228	0.49
AKAP8	26413	chr19:15464196	chr19:15490609	0.53
AKAP8L	39093	chr19:15490859	chr19:15529952	0.49
WIZ	28443	chr19:15532319	chr19:15560762	0.59
RASAL3	12947	chr19:15562435	chr19:15575382	0.57
PGLYRP2	30311	chr19:15579456	chr19:15609767	0.48
CYP4F22	43824	chr19:15619304	chr19:15663128	0.49
AD000091.2	1306	chr19:15724058	chr19:15725364	0.50
CYP4F3	21928	chr19:15751707	chr19:15773635	0.46
CYP4F12	24417	chr19:15783567	chr19:15807984	0.46
OR10H2	1028	chr19:15838834	chr19:15839862	0.57
OR10H3	950	chr19:15852203	chr19:15853153	0.50
LLNLR-249E10.1	10453	chr19:15871185	chr19:15881638	0.42
OR10H5	1131	chr19:15904761	chr19:15905892	0.57
OR10H1	1119	chr19:15917817	chr19:15918936	0.56
AC004510.3	8808	chr19:15937855	chr19:15946663	0.47
CYP4F2	20097	chr19:15988833	chr19:16008930	0.46
CYP4F11	22500	chr19:16023177	chr19:16045677	0.46
OR10H4	950	chr19:16059818	chr19:16060768	0.49
CTD-2231E14.4	575	chr19:16176547	chr19:16177122	0.49
TPM4	35982	chr19:16177831	chr19:16213813	0.51
CTD-2231E14.5	493	chr19:16214571	chr19:16215064	0.50
RAB8A	22605	chr19:16222439	chr19:16245044	0.54
CTD-2231E14.8	16231	chr19:16234471	chr19:16250702	0.54
HSH2D	24548	chr19:16244838	chr19:16269386	0.52
CIB3	12157	chr19:16272179	chr19:16284336	0.49
FAM32A	6666	chr19:16296191	chr19:16302857	0.53
CTD-2562J15.4	3182	chr19:16297087	chr19:16300269	0.52
AP1M1	37771	chr19:16308389	chr19:16346160	0.53
CTD-2562J15.6	41155	chr19:16394170	chr19:16435325	0.50
KLF2	3057	chr19:16435628	chr19:16438685	0.66
EPS15L1	116846	chr19:16466050	chr19:16582896	0.51
CTD-2013N17.4	2638	chr19:16551757	chr19:16554395	0.51
CALR3	17135	chr19:16589868	chr19:16607003	0.48
CTD-3222D19.2	149137	chr19:16589878	chr19:16739015	0.52
C19orf44	25041	chr19:16607122	chr19:16632163	0.52
CHERP	24641	chr19:16628700	chr19:16653341	0.57
CTD-3222D19.7	2191	chr19:16653434	chr19:16655625	0.49
SLC35E1	22551	chr19:16660642	chr19:16683193	0.50
CTD-3222D19.11	555	chr19:16662584	chr19:16663139	0.47
CTD-3222D19.10	779	chr19:16676362	chr19:16677141	0.50
MED26	54155	chr19:16685718	chr19:16739873	0.53
CTC-429P9.4	82473	chr19:16688453	chr19:16770926	0.50
CTC-429P9.2	26120	chr19:16721222	chr19:16747342	0.50
CTC-429P9.1	13199	chr19:16741554	chr19:16754753	0.47
SMIM7	29691	chr19:16741562	chr19:16771253	0.48
TMEM38A	28902	chr19:16771938	chr19:16800840	0.50
NWD1	97987	chr19:16830787	chr19:16928774	0.48
SIN3B	50953	chr19:16940211	chr19:16991164	0.53
F2RL3	3746	chr19:16999671	chr19:17003417	0.61
CPAMD8	133867	chr19:17003758	chr19:17137625	0.50
CTD-2528A14.1	4271	chr19:17119999	chr19:17124270	0.51
HAUS8	25896	chr19:17160539	chr19:17186435	0.50
CTD-2528A14.3	3093	chr19:17162804	chr19:17165897	0.52
MYO9B	138755	chr19:17186591	chr19:17325346	0.52
CTD-2528A14.5	3889	chr19:17206228	chr19:17210117	0.49
CTD-3032J10.2	15463	chr19:17263398	chr19:17278861	0.49
CTD-3032J10.4	965	chr19:17288320	chr19:17289285	0.55
CTD-3032J10.3	872	chr19:17317947	chr19:17318819	0.49
USE1	4483	chr19:17326155	chr19:17330638	0.55
OCEL1	3015	chr19:17337013	chr19:17340028	0.59
NR2F6	14057	chr19:17342692	chr19:17356749	0.59
AC010646.3	19508	chr19:17346749	chr19:17366257	0.58
USHBP1	33610	chr19:17359985	chr19:17393595	0.53
BABAM1	13899	chr19:17378159	chr19:17392058	0.52
CTD-2278I10.6	15548	chr19:17378227	chr19:17393775	0.54
ANKLE1	6001	chr19:17392454	chr19:17398455	0.58
ABHD8	18105	chr19:17402940	chr19:17421045	0.55
MRPL34	14234	chr19:17403418	chr19:17417652	0.54
DDA1	13783	chr19:17420327	chr19:17434110	0.56
ANO8	11606	chr19:17434032	chr19:17445638	0.63
GTPBP3	7815	chr19:17445729	chr19:17453544	0.57
PLVAP	25902	chr19:17462257	chr19:17488159	0.52
CTD-2278I10.1	1821	chr19:17471741	chr19:17473562	0.52
CTD-2521M24.5	855	chr19:17502238	chr19:17503093	0.52
BST2	2709	chr19:17513748	chr19:17516457	0.58
CTD-2521M24.9	13210	chr19:17516503	chr19:17529713	0.48
MVB12A	28002	chr19:17516531	chr19:17544533	0.51
CTD-2521M24.6	8067	chr19:17525066	chr19:17533133	0.50
CTD-2521M24.8	469	chr19:17530114	chr19:17530583	0.48
TMEM221	13058	chr19:17546318	chr19:17559376	0.51
CTD-2521M24.10	24193	chr19:17547420	chr19:17571613	0.51
CTD-2521M24.11	758	chr19:17563020	chr19:17563778	0.51
NXNL1	5529	chr19:17566234	chr19:17571763	0.51
SLC27A1	37399	chr19:17579578	chr19:17616977	0.54
CTD-3131K8.2	22899	chr19:17599799	chr19:17622698	0.53
PGLS	9659	chr19:17622438	chr19:17632097	0.53
CTD-3131K8.3	2235	chr19:17629139	chr19:17631374	0.48
FAM129C	30538	chr19:17634110	chr19:17664648	0.53
COLGALT1	27568	chr19:17666403	chr19:17693971	0.53
UNC13A	87264	chr19:17712137	chr19:17799401	0.52
CTD-3149D2.3	708	chr19:17724531	chr19:17725239	0.53
MAP1S	15274	chr19:17830051	chr19:17845325	0.58
CTD-3149D2.4	6673	chr19:17838649	chr19:17845322	0.53
FCHO1	40850	chr19:17858527	chr19:17899377	0.54
B3GNT3	18254	chr19:17905637	chr19:17923891	0.53
INSL3	5062	chr19:17927321	chr19:17932383	0.53
JAK3	23291	chr19:17935589	chr19:17958880	0.55
RPL18A	4277	chr19:17970685	chr19:17974962	0.58
SLC5A5	23201	chr19:17982782	chr19:18005983	0.53
CCDC124	10975	chr19:18043825	chr19:18054800	0.56
KCNN1	48787	chr19:18062102	chr19:18110889	0.55
ARRDC2	12970	chr19:18111941	chr19:18124911	0.58
IL12RB1	39949	chr19:18169805	chr19:18209754	0.51
MAST3	53899	chr19:18208603	chr19:18262502	0.55
AC007192.6	7169	chr19:18255332	chr19:18262501	0.58
PIK3R2	17422	chr19:18263928	chr19:18281350	0.58
IFI30	4955	chr19:18283972	chr19:18288927	0.57
MPV17L2	3766	chr19:18303992	chr19:18307758	0.60
RAB3A	7290	chr19:18307594	chr19:18314884	0.55
AC068499.10	15750	chr19:18315540	chr19:18331290	0.53
PDE4C	47458	chr19:18318771	chr19:18366229	0.54
KIAA1683	17411	chr19:18367908	chr19:18385319	0.56
JUND	1869	chr19:18390563	chr19:18392432	0.70
LSM4	17044	chr19:18417040	chr19:18434084	0.56
PGPEP1	29363	chr19:18451397	chr19:18480760	0.51
GDF15	14445	chr19:18485541	chr19:18499986	0.52
LRRC25	6473	chr19:18501954	chr19:18508427	0.55
SSBP4	15698	chr19:18529674	chr19:18545372	0.65
ISYNA1	3913	chr19:18545198	chr19:18549111	0.67
CTD-3137H5.1	2178	chr19:18552229	chr19:18554407	0.54
ELL	79464	chr19:18553473	chr19:18632937	0.56
AC005387.3	1019	chr19:18642423	chr19:18643442	0.62
FKBP8	12326	chr19:18642561	chr19:18654887	0.57
AC005387.2	3280	chr19:18643718	chr19:18646998	0.53
KXD1	11625	chr19:18668572	chr19:18680197	0.53
AC005253.2	3785	chr19:18668585	chr19:18672370	0.52
AC005253.4	869	chr19:18679316	chr19:18680185	0.57
UBA52	5820	chr19:18682540	chr19:18688360	0.53
CRLF1	35521	chr19:18683030	chr19:18718551	0.55
C19orf60	3651	chr19:18699495	chr19:18703146	0.60
TMEM59L	13609	chr19:18718240	chr19:18731849	0.58
KLHL26	33534	chr19:18747775	chr19:18781309	0.57
CRTC1	98517	chr19:18794487	chr19:18893004	0.56
COMP	8540	chr19:18893583	chr19:18902123	0.63
UPF1	36298	chr19:18942747	chr19:18979045	0.55
CERS1	28175	chr19:18979361	chr19:19007536	0.57
GDF1	27544	chr19:18979361	chr19:19006905	0.57
AC005197.2	1696	chr19:18992489	chr19:18994185	0.48
COPE	19883	chr19:19010323	chr19:19030206	0.57
AC002985.3	27384	chr19:19017822	chr19:19045206	0.57
DDX49	8952	chr19:19030484	chr19:19039436	0.57
HOMER3	12060	chr19:19040010	chr19:19052070	0.57
AC005932.1	6509	chr19:19051131	chr19:19057640	0.56
SUGP2	43135	chr19:19101697	chr19:19144832	0.50
AC004447.2	2717	chr19:19101702	chr19:19104419	0.52
ARMC6	26179	chr19:19144384	chr19:19170563	0.51
SLC25A42	48889	chr19:19174808	chr19:19223697	0.53
TMEM161A	19344	chr19:19229978	chr19:19249322	0.52
MEF2BNB-MEF2B	46591	chr19:19256376	chr19:19302967	0.55
MEF2B	47023	chr19:19256377	chr19:19303400	0.55
MEF2BNB	15688	chr19:19287712	chr19:19303400	0.54
RFXANK	9670	chr19:19303008	chr19:19312678	0.55
NR2C2AP	2008	chr19:19312225	chr19:19314233	0.57
NCAN	40260	chr19:19322782	chr19:19363042	0.52
HAPLN4	7155	chr19:19366450	chr19:19373605	0.59
TM6SF2	9027	chr19:19375173	chr19:19384200	0.55
SUGP1	44826	chr19:19386827	chr19:19431653	0.51
MAU2	38073	chr19:19431490	chr19:19469563	0.54
GATAD2A	123105	chr19:19496635	chr19:19619740	0.51
CTB-184G21.3	624	chr19:19512788	chr19:19513412	0.48
TSSK6	3611	chr19:19623227	chr19:19626838	0.59
NDUFA13	17740	chr19:19626545	chr19:19644285	0.54
YJEFN3	21354	chr19:19627036	chr19:19648390	0.55
CTC-260F20.3	19849	chr19:19627036	chr19:19646885	0.55
CILP2	8411	chr19:19649057	chr19:19657468	0.64
PBX4	57203	chr19:19672522	chr19:19729725	0.50
AC002306.1	2310	chr19:19717159	chr19:19719469	0.44
LPAR2	5262	chr19:19734477	chr19:19739739	0.59
GMIP	14191	chr19:19740285	chr19:19754476	0.56
ATP13A1	18495	chr19:19756007	chr19:19774502	0.58
ZNF101	14713	chr19:19779605	chr19:19794318	0.46
ZNF14	22626	chr19:19821280	chr19:19843906	0.42
LINC00663	19057	chr19:19868175	chr19:19887232	0.44
CTC-559E9.4	60678	chr19:19871847	chr19:19932525	0.42
ZNF506	35912	chr19:19896648	chr19:19932560	0.40
ZNF253	28788	chr19:19976695	chr19:20005483	0.38
CTC-559E9.8	3414	chr19:20003242	chr19:20006656	0.36
ZNF93	34662	chr19:20011722	chr19:20046384	0.40
AC007204.2	62496	chr19:20011777	chr19:20074273	0.42
AC007204.1	870	chr19:20047769	chr19:20048639	0.33
ZNF682	42448	chr19:20107867	chr19:20150315	0.41
ZNF90	49082	chr19:20188803	chr19:20237885	0.41
CTC-260E6.6	195928	chr19:20236186	chr19:20432114	0.41
ZNF486	33262	chr19:20278037	chr19:20311299	0.41
CTC-513N18.6	96063	chr19:20615358	chr19:20711421	0.41
ZNF737	29984	chr19:20718631	chr19:20748615	0.39
CTC-513N18.7	107791	chr19:20736598	chr19:20844389	0.40
CTD-2332E11.2	3830	chr19:20794365	chr19:20798195	0.47
ZNF626	41535	chr19:20802867	chr19:20844402	0.39
CTD-2626G11.2	8327	chr19:20929729	chr19:20938056	0.46
ZNF66	32812	chr19:20959110	chr19:20991922	0.39
ZNF85	27475	chr19:21106028	chr19:21133503	0.38
CTD-2542C24.8	10948	chr19:21155068	chr19:21166016	0.40
ZNF430	39430	chr19:21203426	chr19:21242856	0.39
ZNF714	43108	chr19:21264965	chr19:21308073	0.39
ZNF431	48207	chr19:21324827	chr19:21373034	0.39
ZNF708	38265	chr19:21473962	chr19:21512227	0.39
ZNF738	20372	chr19:21541732	chr19:21562104	0.40
ZNF493	30454	chr19:21579921	chr19:21610375	0.38
CTD-2561J22.3	86107	chr19:21587961	chr19:21674068	0.43
LINC00664	19864	chr19:21666176	chr19:21686040	0.47
ZNF429	59588	chr19:21679484	chr19:21739072	0.41
RP11-678G14.2	14597	chr19:21737442	chr19:21752039	0.44
RP11-678G14.3	16500	chr19:21753624	chr19:21770124	0.44
RP11-678G14.4	7196	chr19:21770234	chr19:21777430	0.49
ZNF100	44862	chr19:21905568	chr19:21950430	0.39
RP11-420K14.8	25088	chr19:21951574	chr19:21976662	0.42
ZNF43	47175	chr19:21987752	chr19:22034927	0.42
ZNF208	77991	chr19:22115760	chr19:22193751	0.38
AC003973.4	18356	chr19:22200761	chr19:22219117	0.43
AC003973.5	6505	chr19:22226302	chr19:22232807	0.46
ZNF257	39028	chr19:22235254	chr19:22274282	0.38
ZNF676	17860	chr19:22361893	chr19:22379753	0.38
RP11-157B13.7	2093	chr19:22426056	chr19:22428149	0.46
RP11-157B13.8	1642	chr19:22442495	chr19:22444137	0.45
ZNF729	30768	chr19:22469210	chr19:22499978	0.38
ZNF98	141466	chr19:22573821	chr19:22715287	0.42
AC011516.1	3532	chr19:22605315	chr19:22608847	0.48
AC025811.3	471	chr19:22638790	chr19:22639261	0.32
CTC-457E21.2	868	chr19:22715428	chr19:22716296	0.56
AC011516.2	8414	chr19:22798359	chr19:22806773	0.55
ZNF492	33346	chr19:22817126	chr19:22850472	0.39
CTC-457E21.9	51439	chr19:22848354	chr19:22899793	0.40
CTC-451A6.4	2692	chr19:22934985	chr19:22937677	0.32
ZNF99	27902	chr19:22939007	chr19:22966909	0.40
CTD-2579N5.3	7203	chr19:23089888	chr19:23097091	0.36
ZNF728	27708	chr19:23158270	chr19:23185978	0.38
CTD-2291D10.2	8622	chr19:23197877	chr19:23206499	0.45
CTD-2291D10.1	14794	chr19:23229760	chr19:23244554	0.46
CTD-2291D10.3	3003	chr19:23251275	chr19:23254278	0.55
CTD-2291D10.4	25160	chr19:23258003	chr19:23283163	0.45
ZNF730	72009	chr19:23258012	chr19:23330021	0.42
ZNF724P	28791	chr19:23404401	chr19:23433192	0.40
RP11-15H20.7	16977	chr19:23440057	chr19:23457034	0.45
ZNF91	90569	chr19:23487793	chr19:23578362	0.41
CTB-176F20.3	5133	chr19:23506770	chr19:23511903	0.40
CTB-175P5.4	16842	chr19:23582035	chr19:23598877	0.45
ZNF675	161589	chr19:23708433	chr19:23870022	0.41
ZNF681	19696	chr19:23921997	chr19:23941693	0.38
RPSAP58	65130	chr19:23945807	chr19:24010937	0.42
RP11-255H23.4	57102	chr19:24000401	chr19:24057503	0.40
ZNF726	30283	chr19:24097678	chr19:24127961	0.37
CTB-92J24.3	38849	chr19:24101883	chr19:24140732	0.38
CTD-2017D11.1	33464	chr19:24216247	chr19:24249711	0.45
ZNF254	96378	chr19:24216276	chr19:24312654	0.41
CTB-151G24.1	8000	chr19:28129391	chr19:28137391	0.41
LINC00662	109360	chr19:28175488	chr19:28284848	0.42
CTC-459F4.1	3665	chr19:28248092	chr19:28251757	0.47
CTC-459F4.3	125400	chr19:28284371	chr19:28409771	0.44
